,model,benchmark_id,temperature,rl_thinking_length,example_id,count,correct,pass1
33119,qwen1.5-0.5b-chat,math_cot,0.7,-1,54,13,0,0.0
33120,qwen1.5-0.5b-chat,math_cot,0.7,-1,55,13,0,0.0
33121,qwen1.5-0.5b-chat,math_cot,0.7,-1,56,13,0,0.0
33122,qwen1.5-0.5b-chat,math_cot,0.7,-1,57,13,0,0.0
33123,qwen1.5-0.5b-chat,math_cot,0.7,-1,58,13,0,0.0
33124,qwen1.5-0.5b-chat,math_cot,0.7,-1,59,13,0,0.0
33125,qwen1.5-0.5b-chat,math_cot,0.7,-1,60,13,0,0.0
33126,qwen1.5-0.5b-chat,math_cot,0.7,-1,61,13,0,0.0
33127,qwen1.5-0.5b-chat,math_cot,0.7,-1,62,13,0,0.0
33128,qwen1.5-0.5b-chat,math_cot,0.7,-1,63,13,0,0.0
33129,qwen1.5-0.5b-chat,math_cot,0.7,-1,64,13,0,0.0
33130,qwen1.5-0.5b-chat,math_cot,0.7,-1,65,13,0,0.0
33131,qwen1.5-0.5b-chat,math_cot,0.7,-1,66,13,0,0.0
33132,qwen1.5-0.5b-chat,math_cot,0.7,-1,67,13,0,0.0
33133,qwen1.5-0.5b-chat,math_cot,0.7,-1,68,13,0,0.0
33134,qwen1.5-0.5b-chat,math_cot,0.7,-1,69,13,0,0.0
33135,qwen1.5-0.5b-chat,math_cot,0.7,-1,70,13,0,0.0
33136,qwen1.5-0.5b-chat,math_cot,0.7,-1,71,13,1,0.0769230769
33137,qwen1.5-0.5b-chat,math_cot,0.7,-1,72,13,0,0.0
33138,qwen1.5-0.5b-chat,math_cot,0.7,-1,73,13,0,0.0
33139,qwen1.5-0.5b-chat,math_cot,0.7,-1,74,13,0,0.0
33140,qwen1.5-0.5b-chat,math_cot,0.7,-1,75,13,0,0.0
33141,qwen1.5-0.5b-chat,math_cot,0.7,-1,76,13,0,0.0
33142,qwen1.5-0.5b-chat,math_cot,0.7,-1,77,13,0,0.0
33143,qwen1.5-0.5b-chat,math_cot,0.7,-1,78,13,0,0.0
33144,qwen1.5-0.5b-chat,math_cot,0.7,-1,79,13,0,0.0
33145,qwen1.5-0.5b-chat,math_cot,0.7,-1,80,13,0,0.0
33146,qwen1.5-0.5b-chat,math_cot,0.7,-1,81,13,0,0.0
33147,qwen1.5-0.5b-chat,math_cot,0.7,-1,82,13,0,0.0
33148,qwen1.5-0.5b-chat,math_cot,0.7,-1,83,13,0,0.0
33149,qwen1.5-0.5b-chat,math_cot,0.7,-1,84,13,0,0.0
33150,qwen1.5-0.5b-chat,math_cot,0.7,-1,85,13,0,0.0
33151,qwen1.5-0.5b-chat,math_cot,0.7,-1,86,13,0,0.0
33152,qwen1.5-0.5b-chat,math_cot,0.7,-1,87,13,0,0.0
33153,qwen1.5-0.5b-chat,math_cot,0.7,-1,88,13,0,0.0
33154,qwen1.5-0.5b-chat,math_cot,0.7,-1,89,13,0,0.0
33155,qwen1.5-0.5b-chat,math_cot,0.7,-1,90,13,0,0.0
33156,qwen1.5-0.5b-chat,math_cot,0.7,-1,91,13,0,0.0
33157,qwen1.5-0.5b-chat,math_cot,0.7,-1,92,13,0,0.0
33158,qwen1.5-0.5b-chat,math_cot,0.7,-1,93,13,0,0.0
33159,qwen1.5-0.5b-chat,math_cot,0.7,-1,94,13,0,0.0
33160,qwen1.5-0.5b-chat,math_cot,0.7,-1,95,13,0,0.0
33161,qwen1.5-0.5b-chat,math_cot,0.7,-1,96,13,1,0.0769230769
33162,qwen1.5-0.5b-chat,math_cot,0.7,-1,97,13,1,0.0769230769
33163,qwen1.5-0.5b-chat,math_cot,0.7,-1,98,13,0,0.0
33164,qwen1.5-0.5b-chat,math_cot,0.7,-1,99,13,0,0.0
33165,qwen1.5-0.5b-chat,math_cot,0.7,-1,100,13,0,0.0
33166,qwen1.5-0.5b-chat,math_cot,0.7,-1,101,13,0,0.0
33167,qwen1.5-0.5b-chat,math_cot,0.7,-1,102,13,0,0.0
33168,qwen1.5-0.5b-chat,math_cot,0.7,-1,103,13,0,0.0
33169,qwen1.5-0.5b-chat,math_cot,0.7,-1,104,13,0,0.0
33170,qwen1.5-0.5b-chat,math_cot,0.7,-1,105,13,0,0.0
33171,qwen1.5-0.5b-chat,math_cot,0.7,-1,106,13,0,0.0
33172,qwen1.5-0.5b-chat,math_cot,0.7,-1,107,13,0,0.0
33173,qwen1.5-0.5b-chat,math_cot,0.7,-1,108,13,0,0.0
33174,qwen1.5-0.5b-chat,math_cot,0.7,-1,109,13,0,0.0
33175,qwen1.5-0.5b-chat,math_cot,0.7,-1,110,13,0,0.0
33176,qwen1.5-0.5b-chat,math_cot,0.7,-1,111,13,0,0.0
33177,qwen1.5-0.5b-chat,math_cot,0.7,-1,112,13,0,0.0
33178,qwen1.5-0.5b-chat,math_cot,0.7,-1,113,13,0,0.0
33179,qwen1.5-0.5b-chat,math_cot,0.7,-1,114,13,0,0.0
33180,qwen1.5-0.5b-chat,math_cot,0.7,-1,115,13,2,0.1538461538
33181,qwen1.5-0.5b-chat,math_cot,0.7,-1,116,13,0,0.0
33182,qwen1.5-0.5b-chat,math_cot,0.7,-1,117,13,2,0.1538461538
33183,qwen1.5-0.5b-chat,math_cot,0.7,-1,118,13,0,0.0
33184,qwen1.5-0.5b-chat,math_cot,0.7,-1,119,13,0,0.0
33185,qwen1.5-0.5b-chat,math_cot,0.7,-1,120,13,0,0.0
33186,qwen1.5-0.5b-chat,math_cot,0.7,-1,121,13,0,0.0
33187,qwen1.5-0.5b-chat,math_cot,0.7,-1,122,13,0,0.0
33188,qwen1.5-0.5b-chat,math_cot,0.7,-1,123,13,0,0.0
33189,qwen1.5-0.5b-chat,math_cot,0.7,-1,124,13,0,0.0
33190,qwen1.5-0.5b-chat,math_cot,0.7,-1,125,13,0,0.0
33191,qwen1.5-0.5b-chat,math_cot,0.7,-1,126,13,0,0.0
33192,qwen1.5-0.5b-chat,math_cot,0.7,-1,127,13,0,0.0
33193,qwen1.5-0.5b-chat,math_cot,0.7,-1,128,13,0,0.0
33194,qwen1.5-0.5b-chat,math_cot,0.7,-1,129,13,0,0.0
33195,qwen1.5-0.5b-chat,math_cot,0.7,-1,130,13,0,0.0
33196,qwen1.5-0.5b-chat,math_cot,0.7,-1,131,13,0,0.0
33197,qwen1.5-0.5b-chat,math_cot,0.7,-1,132,13,0,0.0
33198,qwen1.5-0.5b-chat,math_cot,0.7,-1,133,13,3,0.2307692308
33199,qwen1.5-0.5b-chat,math_cot,0.7,-1,134,13,0,0.0
33200,qwen1.5-0.5b-chat,math_cot,0.7,-1,135,13,0,0.0
33201,qwen1.5-0.5b-chat,math_cot,0.7,-1,136,13,0,0.0
33202,qwen1.5-0.5b-chat,math_cot,0.7,-1,137,13,1,0.0769230769
33203,qwen1.5-0.5b-chat,math_cot,0.7,-1,138,13,0,0.0
33204,qwen1.5-0.5b-chat,math_cot,0.7,-1,139,13,0,0.0
33205,qwen1.5-0.5b-chat,math_cot,0.7,-1,140,13,0,0.0
33206,qwen1.5-0.5b-chat,math_cot,0.7,-1,141,13,0,0.0
33207,qwen1.5-0.5b-chat,math_cot,0.7,-1,142,13,0,0.0
33208,qwen1.5-0.5b-chat,math_cot,0.7,-1,143,13,0,0.0
33209,qwen1.5-0.5b-chat,math_cot,0.7,-1,144,13,0,0.0
33210,qwen1.5-0.5b-chat,math_cot,0.7,-1,145,13,0,0.0
33211,qwen1.5-0.5b-chat,math_cot,0.7,-1,146,13,0,0.0
33212,qwen1.5-0.5b-chat,math_cot,0.7,-1,147,13,0,0.0
33213,qwen1.5-0.5b-chat,math_cot,0.7,-1,148,13,0,0.0
33214,qwen1.5-0.5b-chat,math_cot,0.7,-1,149,13,0,0.0
33215,qwen1.5-0.5b-chat,math_cot,0.7,-1,150,13,0,0.0
33216,qwen1.5-0.5b-chat,math_cot,0.7,-1,151,13,0,0.0
33217,qwen1.5-0.5b-chat,math_cot,0.7,-1,152,13,0,0.0
33218,qwen1.5-0.5b-chat,math_cot,0.7,-1,153,13,0,0.0
33219,qwen1.5-0.5b-chat,math_cot,0.7,-1,154,13,0,0.0
33220,qwen1.5-0.5b-chat,math_cot,0.7,-1,155,13,0,0.0
33221,qwen1.5-0.5b-chat,math_cot,0.7,-1,156,13,0,0.0
33222,qwen1.5-0.5b-chat,math_cot,0.7,-1,157,13,0,0.0
33223,qwen1.5-0.5b-chat,math_cot,0.7,-1,158,13,0,0.0
33224,qwen1.5-0.5b-chat,math_cot,0.7,-1,159,13,0,0.0
33225,qwen1.5-0.5b-chat,math_cot,0.7,-1,160,13,0,0.0
33226,qwen1.5-0.5b-chat,math_cot,0.7,-1,161,13,1,0.0769230769
33227,qwen1.5-0.5b-chat,math_cot,0.7,-1,162,13,0,0.0
33228,qwen1.5-0.5b-chat,math_cot,0.7,-1,163,13,0,0.0
33229,qwen1.5-0.5b-chat,math_cot,0.7,-1,164,13,0,0.0
33230,qwen1.5-0.5b-chat,math_cot,0.7,-1,165,13,0,0.0
33231,qwen1.5-0.5b-chat,math_cot,0.7,-1,166,13,0,0.0
33232,qwen1.5-0.5b-chat,math_cot,0.7,-1,167,13,0,0.0
33233,qwen1.5-0.5b-chat,math_cot,0.7,-1,168,13,0,0.0
33234,qwen1.5-0.5b-chat,math_cot,0.7,-1,169,13,0,0.0
33235,qwen1.5-0.5b-chat,math_cot,0.7,-1,170,13,0,0.0
33236,qwen1.5-0.5b-chat,math_cot,0.7,-1,171,13,0,0.0
33237,qwen1.5-0.5b-chat,math_cot,0.7,-1,172,13,0,0.0
33238,qwen1.5-0.5b-chat,math_cot,0.7,-1,173,13,0,0.0
33239,qwen1.5-0.5b-chat,math_cot,0.7,-1,174,13,0,0.0
33240,qwen1.5-0.5b-chat,math_cot,0.7,-1,175,13,0,0.0
33241,qwen1.5-0.5b-chat,math_cot,0.7,-1,176,13,0,0.0
33242,qwen1.5-0.5b-chat,math_cot,0.7,-1,177,13,0,0.0
33243,qwen1.5-0.5b-chat,math_cot,0.7,-1,178,13,0,0.0
33244,qwen1.5-0.5b-chat,math_cot,0.7,-1,179,13,0,0.0
33245,qwen1.5-0.5b-chat,math_cot,0.7,-1,180,13,0,0.0
33246,qwen1.5-0.5b-chat,math_cot,0.7,-1,181,13,0,0.0
33247,qwen1.5-0.5b-chat,math_cot,0.7,-1,182,13,0,0.0
33248,qwen1.5-0.5b-chat,math_cot,0.7,-1,183,13,0,0.0
33249,qwen1.5-0.5b-chat,math_cot,0.7,-1,184,13,0,0.0
33250,qwen1.5-0.5b-chat,math_cot,0.7,-1,185,13,0,0.0
33251,qwen1.5-0.5b-chat,math_cot,0.7,-1,186,13,2,0.1538461538
33252,qwen1.5-0.5b-chat,math_cot,0.7,-1,187,13,0,0.0
33253,qwen1.5-0.5b-chat,math_cot,0.7,-1,188,13,1,0.0769230769
33254,qwen1.5-0.5b-chat,math_cot,0.7,-1,189,13,0,0.0
33255,qwen1.5-0.5b-chat,math_cot,0.7,-1,190,13,0,0.0
33256,qwen1.5-0.5b-chat,math_cot,0.7,-1,191,13,0,0.0
33257,qwen1.5-0.5b-chat,math_cot,0.7,-1,192,13,0,0.0
33258,qwen1.5-0.5b-chat,math_cot,0.7,-1,193,13,1,0.0769230769
33259,qwen1.5-0.5b-chat,math_cot,0.7,-1,194,13,1,0.0769230769
33260,qwen1.5-0.5b-chat,math_cot,0.7,-1,195,13,0,0.0
33261,qwen1.5-0.5b-chat,math_cot,0.7,-1,196,13,0,0.0
33262,qwen1.5-0.5b-chat,math_cot,0.7,-1,197,13,0,0.0
33263,qwen1.5-0.5b-chat,math_cot,0.7,-1,198,13,0,0.0
33264,qwen1.5-0.5b-chat,math_cot,0.7,-1,199,13,0,0.0
33265,qwen1.5-0.5b-chat,math_cot,0.7,-1,200,13,0,0.0
33266,qwen1.5-0.5b-chat,math_cot,0.7,-1,201,13,0,0.0
33267,qwen1.5-0.5b-chat,math_cot,0.7,-1,202,13,0,0.0
33268,qwen1.5-0.5b-chat,math_cot,0.7,-1,203,13,0,0.0
33269,qwen1.5-0.5b-chat,math_cot,0.7,-1,204,13,0,0.0
33270,qwen1.5-0.5b-chat,math_cot,0.7,-1,205,13,0,0.0
33271,qwen1.5-0.5b-chat,math_cot,0.7,-1,206,13,0,0.0
33272,qwen1.5-0.5b-chat,math_cot,0.7,-1,207,13,0,0.0
33273,qwen1.5-0.5b-chat,math_cot,0.7,-1,208,13,0,0.0
33274,qwen1.5-0.5b-chat,math_cot,0.7,-1,209,13,0,0.0
33275,qwen1.5-0.5b-chat,math_cot,0.7,-1,210,13,0,0.0
33276,qwen1.5-0.5b-chat,math_cot,0.7,-1,211,13,0,0.0
33277,qwen1.5-0.5b-chat,math_cot,0.7,-1,212,13,0,0.0
33278,qwen1.5-0.5b-chat,math_cot,0.7,-1,213,13,0,0.0
33279,qwen1.5-0.5b-chat,math_cot,0.7,-1,214,13,0,0.0
33280,qwen1.5-0.5b-chat,math_cot,0.7,-1,215,13,0,0.0
33281,qwen1.5-0.5b-chat,math_cot,0.7,-1,216,13,0,0.0
33282,qwen1.5-0.5b-chat,math_cot,0.7,-1,217,13,0,0.0
33283,qwen1.5-0.5b-chat,math_cot,0.7,-1,218,13,0,0.0
33284,qwen1.5-0.5b-chat,math_cot,0.7,-1,219,13,0,0.0
33285,qwen1.5-0.5b-chat,math_cot,0.7,-1,220,13,0,0.0
33286,qwen1.5-0.5b-chat,math_cot,0.7,-1,221,13,0,0.0
33287,qwen1.5-0.5b-chat,math_cot,0.7,-1,222,13,0,0.0
33288,qwen1.5-0.5b-chat,math_cot,0.7,-1,223,13,0,0.0
33289,qwen1.5-0.5b-chat,math_cot,0.7,-1,224,13,0,0.0
33290,qwen1.5-0.5b-chat,math_cot,0.7,-1,225,13,0,0.0
33291,qwen1.5-0.5b-chat,math_cot,0.7,-1,226,13,1,0.0769230769
33292,qwen1.5-0.5b-chat,math_cot,0.7,-1,227,13,0,0.0
33293,qwen1.5-0.5b-chat,math_cot,0.7,-1,228,13,0,0.0
33294,qwen1.5-0.5b-chat,math_cot,0.7,-1,229,13,0,0.0
33295,qwen1.5-0.5b-chat,math_cot,0.7,-1,230,13,0,0.0
33296,qwen1.5-0.5b-chat,math_cot,0.7,-1,231,13,0,0.0
33297,qwen1.5-0.5b-chat,math_cot,0.7,-1,232,13,0,0.0
33298,qwen1.5-0.5b-chat,math_cot,0.7,-1,233,13,0,0.0
33299,qwen1.5-0.5b-chat,math_cot,0.7,-1,234,13,0,0.0
33300,qwen1.5-0.5b-chat,math_cot,0.7,-1,235,13,0,0.0
33301,qwen1.5-0.5b-chat,math_cot,0.7,-1,236,13,0,0.0
33302,qwen1.5-0.5b-chat,math_cot,0.7,-1,237,13,0,0.0
33303,qwen1.5-0.5b-chat,math_cot,0.7,-1,238,13,0,0.0
33304,qwen1.5-0.5b-chat,math_cot,0.7,-1,239,13,0,0.0
33305,qwen1.5-0.5b-chat,math_cot,0.7,-1,240,13,0,0.0
33306,qwen1.5-0.5b-chat,math_cot,0.7,-1,241,13,0,0.0
33307,qwen1.5-0.5b-chat,math_cot,0.7,-1,242,13,0,0.0
33308,qwen1.5-0.5b-chat,math_cot,0.7,-1,243,13,0,0.0
33309,qwen1.5-0.5b-chat,math_cot,0.7,-1,244,13,0,0.0
33310,qwen1.5-0.5b-chat,math_cot,0.7,-1,245,13,0,0.0
33311,qwen1.5-0.5b-chat,math_cot,0.7,-1,246,13,0,0.0
33312,qwen1.5-0.5b-chat,math_cot,0.7,-1,247,13,0,0.0
33313,qwen1.5-0.5b-chat,math_cot,0.7,-1,248,13,2,0.1538461538
33314,qwen1.5-0.5b-chat,math_cot,0.7,-1,249,13,1,0.0769230769
33315,qwen1.5-0.5b-chat,math_cot,0.7,-1,250,13,0,0.0
33316,qwen1.5-0.5b-chat,math_cot,0.7,-1,251,13,0,0.0
33317,qwen1.5-0.5b-chat,math_cot,0.7,-1,252,13,0,0.0
33318,qwen1.5-0.5b-chat,math_cot,0.7,-1,253,13,0,0.0
33319,qwen1.5-0.5b-chat,math_cot,0.7,-1,254,13,1,0.0769230769
33320,qwen1.5-0.5b-chat,math_cot,0.7,-1,255,13,0,0.0
33321,qwen1.5-0.5b-chat,math_cot,0.7,-1,256,13,0,0.0
33322,qwen1.5-0.5b-chat,math_cot,0.7,-1,257,13,0,0.0
33323,qwen1.5-0.5b-chat,math_cot,0.7,-1,258,13,0,0.0
33324,qwen1.5-0.5b-chat,math_cot,0.7,-1,259,13,0,0.0
33325,qwen1.5-0.5b-chat,math_cot,0.7,-1,260,13,1,0.0769230769
33326,qwen1.5-0.5b-chat,math_cot,0.7,-1,261,13,0,0.0
33327,qwen1.5-0.5b-chat,math_cot,0.7,-1,262,13,0,0.0
33328,qwen1.5-0.5b-chat,math_cot,0.7,-1,263,13,5,0.3846153846
33329,qwen1.5-0.5b-chat,math_cot,0.7,-1,264,13,0,0.0
33330,qwen1.5-0.5b-chat,math_cot,0.7,-1,265,13,0,0.0
33331,qwen1.5-0.5b-chat,math_cot,0.7,-1,266,13,0,0.0
33332,qwen1.5-0.5b-chat,math_cot,0.7,-1,267,13,0,0.0
33333,qwen1.5-0.5b-chat,math_cot,0.7,-1,268,13,0,0.0
33334,qwen1.5-0.5b-chat,math_cot,0.7,-1,269,13,0,0.0
33335,qwen1.5-0.5b-chat,math_cot,0.7,-1,270,13,0,0.0
33336,qwen1.5-0.5b-chat,math_cot,0.7,-1,271,13,0,0.0
33337,qwen1.5-0.5b-chat,math_cot,0.7,-1,272,13,0,0.0
33338,qwen1.5-0.5b-chat,math_cot,0.7,-1,273,13,0,0.0
33339,qwen1.5-0.5b-chat,math_cot,0.7,-1,274,13,0,0.0
33340,qwen1.5-0.5b-chat,math_cot,0.7,-1,275,13,1,0.0769230769
33341,qwen1.5-0.5b-chat,math_cot,0.7,-1,276,13,0,0.0
33342,qwen1.5-0.5b-chat,math_cot,0.7,-1,277,13,0,0.0
33343,qwen1.5-0.5b-chat,math_cot,0.7,-1,278,13,0,0.0
33344,qwen1.5-0.5b-chat,math_cot,0.7,-1,279,13,0,0.0
33345,qwen1.5-0.5b-chat,math_cot,0.7,-1,280,13,1,0.0769230769
33346,qwen1.5-0.5b-chat,math_cot,0.7,-1,281,13,0,0.0
33347,qwen1.5-0.5b-chat,math_cot,0.7,-1,282,13,0,0.0
33348,qwen1.5-0.5b-chat,math_cot,0.7,-1,283,13,0,0.0
33349,qwen1.5-0.5b-chat,math_cot,0.7,-1,284,13,0,0.0
33350,qwen1.5-0.5b-chat,math_cot,0.7,-1,285,13,0,0.0
33351,qwen1.5-0.5b-chat,math_cot,0.7,-1,286,13,0,0.0
33352,qwen1.5-0.5b-chat,math_cot,0.7,-1,287,13,0,0.0
33353,qwen1.5-0.5b-chat,math_cot,0.7,-1,288,13,0,0.0
33354,qwen1.5-0.5b-chat,math_cot,0.7,-1,289,13,0,0.0
33355,qwen1.5-0.5b-chat,math_cot,0.7,-1,290,13,0,0.0
33356,qwen1.5-0.5b-chat,math_cot,0.7,-1,291,13,0,0.0
33357,qwen1.5-0.5b-chat,math_cot,0.7,-1,292,13,0,0.0
33358,qwen1.5-0.5b-chat,math_cot,0.7,-1,293,13,0,0.0
33359,qwen1.5-0.5b-chat,math_cot,0.7,-1,294,13,0,0.0
33360,qwen1.5-0.5b-chat,math_cot,0.7,-1,295,13,0,0.0
33361,qwen1.5-0.5b-chat,math_cot,0.7,-1,296,13,1,0.0769230769
33362,qwen1.5-0.5b-chat,math_cot,0.7,-1,297,13,0,0.0
33363,qwen1.5-0.5b-chat,math_cot,0.7,-1,298,13,0,0.0
33364,qwen1.5-0.5b-chat,math_cot,0.7,-1,299,13,0,0.0
33365,qwen1.5-0.5b-chat,math_cot,0.7,-1,300,13,0,0.0
33366,qwen1.5-0.5b-chat,math_cot,0.7,-1,301,13,0,0.0
33367,qwen1.5-0.5b-chat,math_cot,0.7,-1,302,13,0,0.0
33368,qwen1.5-0.5b-chat,math_cot,0.7,-1,303,13,0,0.0
33369,qwen1.5-0.5b-chat,math_cot,0.7,-1,304,13,0,0.0
33370,qwen1.5-0.5b-chat,math_cot,0.7,-1,305,13,0,0.0
33371,qwen1.5-0.5b-chat,math_cot,0.7,-1,306,13,0,0.0
33372,qwen1.5-0.5b-chat,math_cot,0.7,-1,307,13,0,0.0
33373,qwen1.5-0.5b-chat,math_cot,0.7,-1,308,13,1,0.0769230769
33374,qwen1.5-0.5b-chat,math_cot,0.7,-1,309,13,0,0.0
33375,qwen1.5-0.5b-chat,math_cot,0.7,-1,310,13,0,0.0
33376,qwen1.5-0.5b-chat,math_cot,0.7,-1,311,13,0,0.0
33377,qwen1.5-0.5b-chat,math_cot,0.7,-1,312,13,0,0.0
33378,qwen1.5-0.5b-chat,math_cot,0.7,-1,313,13,0,0.0
33379,qwen1.5-0.5b-chat,math_cot,0.7,-1,314,13,0,0.0
33380,qwen1.5-0.5b-chat,math_cot,0.7,-1,315,13,0,0.0
33381,qwen1.5-0.5b-chat,math_cot,0.7,-1,316,13,0,0.0
33382,qwen1.5-0.5b-chat,math_cot,0.7,-1,317,13,0,0.0
33383,qwen1.5-0.5b-chat,math_cot,0.7,-1,318,13,0,0.0
33384,qwen1.5-0.5b-chat,math_cot,0.7,-1,319,13,0,0.0
33385,qwen1.5-0.5b-chat,math_cot,0.7,-1,320,13,1,0.0769230769
33386,qwen1.5-0.5b-chat,math_cot,0.7,-1,321,13,0,0.0
33387,qwen1.5-0.5b-chat,math_cot,0.7,-1,322,13,0,0.0
33388,qwen1.5-0.5b-chat,math_cot,0.7,-1,323,13,0,0.0
33389,qwen1.5-0.5b-chat,math_cot,0.7,-1,324,13,0,0.0
33390,qwen1.5-0.5b-chat,math_cot,0.7,-1,325,13,0,0.0
33391,qwen1.5-0.5b-chat,math_cot,0.7,-1,326,13,1,0.0769230769
33392,qwen1.5-0.5b-chat,math_cot,0.7,-1,327,13,0,0.0
33393,qwen1.5-0.5b-chat,math_cot,0.7,-1,328,13,0,0.0
33394,qwen1.5-0.5b-chat,math_cot,0.7,-1,329,13,0,0.0
33395,qwen1.5-0.5b-chat,math_cot,0.7,-1,330,13,0,0.0
33396,qwen1.5-0.5b-chat,math_cot,0.7,-1,331,13,0,0.0
33397,qwen1.5-0.5b-chat,math_cot,0.7,-1,332,13,0,0.0
33398,qwen1.5-0.5b-chat,math_cot,0.7,-1,333,13,0,0.0
33399,qwen1.5-0.5b-chat,math_cot,0.7,-1,334,13,0,0.0
33400,qwen1.5-0.5b-chat,math_cot,0.7,-1,335,13,0,0.0
33401,qwen1.5-0.5b-chat,math_cot,0.7,-1,336,13,0,0.0
33402,qwen1.5-0.5b-chat,math_cot,0.7,-1,337,13,0,0.0
33403,qwen1.5-0.5b-chat,math_cot,0.7,-1,338,13,0,0.0
33404,qwen1.5-0.5b-chat,math_cot,0.7,-1,339,13,0,0.0
33405,qwen1.5-0.5b-chat,math_cot,0.7,-1,340,13,0,0.0
33406,qwen1.5-0.5b-chat,math_cot,0.7,-1,341,13,0,0.0
33407,qwen1.5-0.5b-chat,math_cot,0.7,-1,342,13,0,0.0
33408,qwen1.5-0.5b-chat,math_cot,0.7,-1,343,13,0,0.0
33409,qwen1.5-0.5b-chat,math_cot,0.7,-1,344,13,0,0.0
