,benchmark_id,model,example_id,pass1,count,date,hyperparams,correct
2599631,terminal-bench,20250711_openhands_claude-4-sonnet,cartpole-rl-training,0.6,5.0,,,3
2599632,terminal-bench,20250711_openhands_claude-4-sonnet,prove-plus-comm,1.0,5.0,,,5
2599633,terminal-bench,20250711_openhands_claude-4-sonnet,polyglot-rust-c,0.0,5.0,,,0
2599634,terminal-bench,20250711_openhands_claude-4-sonnet,polyglot-c-py,0.0,5.0,,,0
2599635,terminal-bench,20250711_openhands_claude-4-sonnet,raman-fitting.easy,0.0,5.0,,,0
2599636,terminal-bench,20250711_openhands_claude-4-sonnet,intrusion-detection,0.0,5.0,,,0
2599637,terminal-bench,20250711_openhands_claude-4-sonnet,modernize-fortran-build,1.0,5.0,,,5
2599638,terminal-bench,20250711_openhands_claude-4-sonnet,decommissioning-service-with-sensitive-data,0.0,5.0,,,0
2599639,terminal-bench,20250711_openhands_claude-4-sonnet,tmux-advanced-workflow,1.0,5.0,,,5
2599640,terminal-bench,20250711_openhands_claude-4-sonnet,build-tcc-qemu,0.0,5.0,,,0
2599641,terminal-bench,20250711_openhands_claude-4-sonnet,crack-7z-hash.hard,0.2,5.0,,,1
2599642,terminal-bench,20250711_openhands_claude-4-sonnet,solana-data,0.0,5.0,,,0
2599643,terminal-bench,20250711_openhands_claude-4-sonnet,password-recovery,0.2,5.0,,,1
2599644,terminal-bench,20250711_openhands_claude-4-sonnet,jupyter-notebook-server,0.0,5.0,,,0
2599645,terminal-bench,20250711_openhands_claude-4-sonnet,nginx-request-logging,0.0,5.0,,,0
2599646,terminal-bench,20250711_openhands_claude-4-sonnet,fibonacci-server,1.0,5.0,,,5
2599647,terminal-bench,20250711_openhands_claude-4-sonnet,security-vulhub-minio,0.0,5.0,,,0
2599648,terminal-bench,20250711_openhands_claude-4-sonnet,chess-best-move,0.0,5.0,,,0
2599649,terminal-bench,20250711_openhands_claude-4-sonnet,path-tracing,0.4,5.0,,,2
2599650,terminal-bench,20250711_openhands_claude-4-sonnet,crack-7z-hash,1.0,5.0,,,5
2599651,terminal-bench,20250711_openhands_claude-4-sonnet,fix-git,0.0,5.0,,,0
2599652,terminal-bench,20250711_openhands_claude-4-sonnet,openssl-selfsigned-cert,1.0,5.0,,,5
2599653,terminal-bench,20250711_openhands_claude-4-sonnet,reshard-c4-data,0.0,5.0,,,0
2599654,terminal-bench,20250711_openhands_claude-4-sonnet,extract-moves-from-video,0.0,5.0,,,0
2599655,terminal-bench,20250711_openhands_claude-4-sonnet,extract-safely,0.0,5.0,,,0
2599656,terminal-bench,20250711_openhands_claude-4-sonnet,organization-json-generator,1.0,5.0,,,5
2599657,terminal-bench,20250711_openhands_claude-4-sonnet,vim-terminal-task,1.0,5.0,,,5
2599658,terminal-bench,20250811_cursor-cli_claude-4-sonnet,build-linux-kernel-qemu,0.0,5.0,,,0
2599659,terminal-bench,20250811_cursor-cli_claude-4-sonnet,conda-env-conflict-resolution,0.6,5.0,,,3
2599660,terminal-bench,20250811_cursor-cli_claude-4-sonnet,super-benchmark-upet,0.0,5.0,,,0
2599661,terminal-bench,20250811_cursor-cli_claude-4-sonnet,run-pdp11-code,0.0,5.0,,,0
2599662,terminal-bench,20250811_cursor-cli_claude-4-sonnet,swe-bench-astropy-2,0.0,5.0,,,0
2599663,terminal-bench,20250811_cursor-cli_claude-4-sonnet,swe-bench-astropy-1,0.0,5.0,,,0
2599664,terminal-bench,20250811_cursor-cli_claude-4-sonnet,blind-maze-explorer-algorithm.easy,0.6,5.0,,,3
2599665,terminal-bench,20250811_cursor-cli_claude-4-sonnet,swe-bench-fsspec,0.6,5.0,,,3
2599666,terminal-bench,20250811_cursor-cli_claude-4-sonnet,eval-mteb,0.2,5.0,,,1
2599667,terminal-bench,20250811_cursor-cli_claude-4-sonnet,eval-mteb.hard,0.0,5.0,,,0
2599668,terminal-bench,20250811_cursor-cli_claude-4-sonnet,play-zork,0.0,5.0,,,0
2599669,terminal-bench,20250811_cursor-cli_claude-4-sonnet,blind-maze-explorer-algorithm.hard,0.8,5.0,,,4
2599670,terminal-bench,20250811_cursor-cli_claude-4-sonnet,incompatible-python-fasttext,0.0,5.0,,,0
2599671,terminal-bench,20250811_cursor-cli_claude-4-sonnet,blind-maze-explorer-5x5,0.2,5.0,,,1
2599672,terminal-bench,20250811_cursor-cli_claude-4-sonnet,count-dataset-tokens,0.2,5.0,,,1
2599673,terminal-bench,20250811_cursor-cli_claude-4-sonnet,incompatible-python-fasttext.base_with_hint,0.0,5.0,,,0
2599674,terminal-bench,20250811_cursor-cli_claude-4-sonnet,blind-maze-explorer-algorithm,0.8,5.0,,,4
2599675,terminal-bench,20250811_cursor-cli_claude-4-sonnet,grid-pattern-transform,1.0,5.0,,,5
2599676,terminal-bench,20250811_cursor-cli_claude-4-sonnet,train-fasttext,0.0,5.0,,,0
2599677,terminal-bench,20250811_cursor-cli_claude-4-sonnet,download-youtube,0.0,5.0,,,0
2599678,terminal-bench,20250811_cursor-cli_claude-4-sonnet,cron-broken-network,0.0,5.0,,,0
2599679,terminal-bench,20250811_cursor-cli_claude-4-sonnet,pytorch-model-cli.hard,0.0,5.0,,,0
2599680,terminal-bench,20250811_cursor-cli_claude-4-sonnet,qemu-startup,0.6,5.0,,,3
2599681,terminal-bench,20250811_cursor-cli_claude-4-sonnet,git-multibranch,0.0,5.0,,,0
2599682,terminal-bench,20250811_cursor-cli_claude-4-sonnet,qemu-alpine-ssh,0.0,5.0,,,0
2599683,terminal-bench,20250811_cursor-cli_claude-4-sonnet,hf-model-inference,0.0,5.0,,,0
2599684,terminal-bench,20250811_cursor-cli_claude-4-sonnet,polyglot-c-py,0.0,5.0,,,0
2599685,terminal-bench,20250811_cursor-cli_claude-4-sonnet,pytorch-model-cli,0.4,5.0,,,2
2599686,terminal-bench,20250811_cursor-cli_claude-4-sonnet,security-vulhub-minio,0.0,5.0,,,0
2599687,terminal-bench,20250811_cursor-cli_claude-4-sonnet,intrusion-detection,0.0,5.0,,,0
2599688,terminal-bench,20250811_cursor-cli_claude-4-sonnet,hello-world,0.0,5.0,,,0
2599689,terminal-bench,20250811_cursor-cli_claude-4-sonnet,simple-web-scraper,0.6,5.0,,,3
2599690,terminal-bench,20250811_cursor-cli_claude-4-sonnet,sqlite-with-gcov,1.0,5.0,,,5
2599691,terminal-bench,20250811_cursor-cli_claude-4-sonnet,fix-pandas-version,1.0,5.0,,,5
2599692,terminal-bench,20250811_cursor-cli_claude-4-sonnet,pytorch-model-cli.easy,0.4,5.0,,,2
2599693,terminal-bench,20250811_cursor-cli_claude-4-sonnet,raman-fitting,0.0,5.0,,,0
2599694,terminal-bench,20250811_cursor-cli_claude-4-sonnet,decommissioning-service-with-sensitive-data,0.0,5.0,,,0
2599695,terminal-bench,20250811_cursor-cli_claude-4-sonnet,password-recovery,0.4,5.0,,,2
2599696,terminal-bench,20250811_cursor-cli_claude-4-sonnet,chess-best-move,0.0,5.0,,,0
2599697,terminal-bench,20250811_cursor-cli_claude-4-sonnet,write-compressor,0.0,5.0,,,0
2599698,terminal-bench,20250811_cursor-cli_claude-4-sonnet,raman-fitting.easy,0.0,5.0,,,0
2599699,terminal-bench,20250811_cursor-cli_claude-4-sonnet,fibonacci-server,0.0,5.0,,,0
2599700,terminal-bench,20250811_cursor-cli_claude-4-sonnet,path-tracing-reverse,0.0,5.0,,,0
2599701,terminal-bench,20250811_cursor-cli_claude-4-sonnet,cartpole-rl-training,0.0,5.0,,,0
2599702,terminal-bench,20250811_cursor-cli_claude-4-sonnet,tmux-advanced-workflow,0.8,5.0,,,4
2599703,terminal-bench,20250811_cursor-cli_claude-4-sonnet,prove-plus-comm,1.0,5.0,,,5
2599704,terminal-bench,20250811_cursor-cli_claude-4-sonnet,fix-permissions,1.0,5.0,,,5
2599705,terminal-bench,20250811_cursor-cli_claude-4-sonnet,create-bucket,0.0,5.0,,,0
2599706,terminal-bench,20250811_cursor-cli_claude-4-sonnet,openssl-selfsigned-cert,0.0,5.0,,,0
2599707,terminal-bench,20250811_cursor-cli_claude-4-sonnet,csv-to-parquet,0.8,5.0,,,4
2599708,terminal-bench,20250811_cursor-cli_claude-4-sonnet,reshard-c4-data,0.0,5.0,,,0
2599709,terminal-bench,20250811_cursor-cli_claude-4-sonnet,swe-bench-langcodes,1.0,5.0,,,5
2599710,terminal-bench,20250811_cursor-cli_claude-4-sonnet,sanitize-git-repo,0.2,5.0,,,1
2599711,terminal-bench,20250811_cursor-cli_claude-4-sonnet,gpt2-codegolf,0.0,5.0,,,0
2599712,terminal-bench,20250811_cursor-cli_claude-4-sonnet,build-initramfs-qemu,0.0,5.0,,,0
2599713,terminal-bench,20250811_cursor-cli_claude-4-sonnet,new-encrypt-command,0.8,5.0,,,4
2599714,terminal-bench,20250811_cursor-cli_claude-4-sonnet,simple-sheets-put,0.0,5.0,,,0
2599715,terminal-bench,20250811_cursor-cli_claude-4-sonnet,modernize-fortran-build,1.0,5.0,,,5
2599716,terminal-bench,20250811_cursor-cli_claude-4-sonnet,nginx-request-logging,0.0,5.0,,,0
2599717,terminal-bench,20250811_cursor-cli_claude-4-sonnet,heterogeneous-dates,0.4,5.0,,,2
2599718,terminal-bench,20250811_cursor-cli_claude-4-sonnet,fix-git,0.0,5.0,,,0
2599719,terminal-bench,20250811_cursor-cli_claude-4-sonnet,processing-pipeline,0.6,5.0,,,3
2599720,terminal-bench,20250811_cursor-cli_claude-4-sonnet,sqlite-db-truncate,0.0,5.0,,,0
2599721,terminal-bench,20250811_cursor-cli_claude-4-sonnet,sanitize-git-repo.hard,0.0,5.0,,,0
2599722,terminal-bench,20250811_cursor-cli_claude-4-sonnet,extract-moves-from-video,0.0,5.0,,,0
2599723,terminal-bench,20250811_cursor-cli_claude-4-sonnet,git-workflow-hack,0.0,5.0,,,0
2599724,terminal-bench,20250811_cursor-cli_claude-4-sonnet,crack-7z-hash,1.0,5.0,,,5
2599725,terminal-bench,20250811_cursor-cli_claude-4-sonnet,get-bitcoin-nodes,0.6,5.0,,,3
2599726,terminal-bench,20250811_cursor-cli_claude-4-sonnet,oom,0.2,5.0,,,1
2599727,terminal-bench,20250811_cursor-cli_claude-4-sonnet,polyglot-rust-c,0.0,5.0,,,0
2599728,terminal-bench,20250811_cursor-cli_claude-4-sonnet,build-tcc-qemu,0.0,5.0,,,0
2599729,terminal-bench,20250811_cursor-cli_claude-4-sonnet,solana-data,0.0,5.0,,,0
2599730,terminal-bench,20250811_cursor-cli_claude-4-sonnet,extract-safely,0.0,5.0,,,0
2599731,terminal-bench,20250811_cursor-cli_claude-4-sonnet,vim-terminal-task,0.2,5.0,,,1
2599732,terminal-bench,20250811_cursor-cli_claude-4-sonnet,crack-7z-hash.hard,0.0,5.0,,,0
2599733,terminal-bench,20250811_cursor-cli_claude-4-sonnet,crack-7z-hash.easy,1.0,5.0,,,5
2599734,terminal-bench,20250811_cursor-cli_claude-4-sonnet,jupyter-notebook-server,0.0,5.0,,,0
2599735,terminal-bench,20250811_cursor-cli_claude-4-sonnet,path-tracing,0.0,5.0,,,0
2599736,terminal-bench,20250811_cursor-cli_claude-4-sonnet,organization-json-generator,1.0,5.0,,,5
2599737,terminal-bench,20250811_cursor-cli_claude-4-sonnet,configure-git-webserver,0.0,5.0,,,0
2599738,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,play-zork,0.0,5.0,,,0
2599739,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,build-linux-kernel-qemu,0.0,5.0,,,0
2599740,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,conda-env-conflict-resolution,0.0,5.0,,,0
2599741,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,swe-bench-astropy-2,0.0,5.0,,,0
2599742,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,swe-bench-fsspec,0.0,5.0,,,0
2599743,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,super-benchmark-upet,0.0,5.0,,,0
2599744,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,swe-bench-astropy-1,0.0,5.0,,,0
2599745,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,run-pdp11-code,0.0,5.0,,,0
2599746,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,blind-maze-explorer-5x5,0.8,5.0,,,4
2599747,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,blind-maze-explorer-algorithm.hard,0.4,5.0,,,2
2599748,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,blind-maze-explorer-algorithm,0.2,5.0,,,1
2599749,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,blind-maze-explorer-algorithm.easy,0.4,5.0,,,2
2599750,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,incompatible-python-fasttext,0.4,5.0,,,2
2599751,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,eval-mteb,0.0,5.0,,,0
2599752,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,eval-mteb.hard,0.6,5.0,,,3
2599753,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,incompatible-python-fasttext.base_with_hint,0.8,5.0,,,4
2599754,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,qemu-startup,0.0,5.0,,,0
2599755,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,qemu-alpine-ssh,0.0,5.0,,,0
2599756,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,train-fasttext,0.0,5.0,,,0
2599757,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,git-multibranch,0.0,5.0,,,0
2599758,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,grid-pattern-transform,1.0,5.0,,,5
2599759,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,download-youtube,0.0,5.0,,,0
2599760,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,pytorch-model-cli,0.0,5.0,,,0
2599761,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,pytorch-model-cli.easy,0.0,5.0,,,0
2599762,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,cron-broken-network,0.0,5.0,,,0
2599763,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,count-dataset-tokens,0.0,5.0,,,0
2599764,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,password-recovery,0.0,5.0,,,0
2599765,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,gpt2-codegolf,0.0,5.0,,,0
2599766,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,fix-pandas-version,0.0,5.0,,,0
2599767,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,swe-bench-langcodes,0.0,5.0,,,0
2599768,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,configure-git-webserver,0.0,5.0,,,0
2599769,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,processing-pipeline,0.0,5.0,,,0
2599770,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,polyglot-c-py,0.0,5.0,,,0
2599771,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,pytorch-model-cli.hard,0.0,5.0,,,0
2599772,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,create-bucket,0.0,5.0,,,0
2599773,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,build-initramfs-qemu,0.0,5.0,,,0
2599774,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,cartpole-rl-training,0.6,5.0,,,3
2599775,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,solana-data,0.0,5.0,,,0
2599776,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,hf-model-inference,0.0,5.0,,,0
2599777,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,oom,0.0,5.0,,,0
2599778,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,hello-world,0.8,5.0,,,4
2599779,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,raman-fitting,0.0,5.0,,,0
2599780,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,heterogeneous-dates,0.6,5.0,,,3
2599781,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,crack-7z-hash.easy,0.0,5.0,,,0
2599782,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,extract-moves-from-video,0.0,5.0,,,0
2599783,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,crack-7z-hash,0.0,5.0,,,0
2599784,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,tmux-advanced-workflow,0.0,5.0,,,0
2599785,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,raman-fitting.easy,0.0,5.0,,,0
2599786,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,fix-git,0.0,5.0,,,0
2599787,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,fibonacci-server,0.0,5.0,,,0
2599788,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,decommissioning-service-with-sensitive-data,0.0,5.0,,,0
2599789,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,chess-best-move,0.0,5.0,,,0
2599790,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,nginx-request-logging,0.0,5.0,,,0
2599791,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,path-tracing,0.0,5.0,,,0
2599792,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,crack-7z-hash.hard,0.0,5.0,,,0
2599793,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,build-tcc-qemu,0.0,5.0,,,0
2599794,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,write-compressor,0.0,5.0,,,0
2599795,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,jupyter-notebook-server,0.0,5.0,,,0
2599796,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,reshard-c4-data,0.0,5.0,,,0
2599797,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,modernize-fortran-build,0.0,5.0,,,0
2599798,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,organization-json-generator,0.6,5.0,,,3
2599799,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,path-tracing-reverse,0.0,5.0,,,0
2599800,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,simple-sheets-put,0.2,5.0,,,1
2599801,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,sanitize-git-repo.hard,0.6,5.0,,,3
2599802,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,prove-plus-comm,0.0,5.0,,,0
2599803,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,sqlite-db-truncate,0.0,5.0,,,0
2599804,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,csv-to-parquet,0.0,5.0,,,0
2599805,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,security-vulhub-minio,0.0,5.0,,,0
2599806,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,fix-permissions,0.0,5.0,,,0
2599807,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,new-encrypt-command,0.4,5.0,,,2
2599808,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,sanitize-git-repo,0.2,5.0,,,1
2599809,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,polyglot-rust-c,0.0,5.0,,,0
2599810,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,sqlite-with-gcov,0.0,5.0,,,0
2599811,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,git-workflow-hack,0.0,5.0,,,0
2599812,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,simple-web-scraper,0.8,5.0,,,4
2599813,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,extract-safely,0.0,5.0,,,0
2599814,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,intrusion-detection,0.0,5.0,,,0
2599815,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,openssl-selfsigned-cert,0.8,5.0,,,4
2599816,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,get-bitcoin-nodes,0.0,5.0,,,0
2599817,terminal-bench,20250825_swe-agent-mini_claude-4-sonnet,vim-terminal-task,0.0,5.0,,,0
2599818,terminal-bench,20250829_goose_claude-4-opus,eval-mteb.hard,1.0,5.0,,,5
2599819,terminal-bench,20250829_goose_claude-4-opus,eval-mteb,1.0,5.0,,,5
2599820,terminal-bench,20250829_goose_claude-4-opus,conda-env-conflict-resolution,0.8,5.0,,,4
2599821,terminal-bench,20250829_goose_claude-4-opus,super-benchmark-upet,0.0,5.0,,,0
2599822,terminal-bench,20250829_goose_claude-4-opus,swe-bench-astropy-1,0.8,5.0,,,4
2599823,terminal-bench,20250829_goose_claude-4-opus,swe-bench-astropy-2,0.0,5.0,,,0
2599824,terminal-bench,20250829_goose_claude-4-opus,build-linux-kernel-qemu,0.0,5.0,,,0
2599825,terminal-bench,20250829_goose_claude-4-opus,run-pdp11-code,0.0,5.0,,,0
2599826,terminal-bench,20250829_goose_claude-4-opus,swe-bench-fsspec,0.8,5.0,,,4
2599827,terminal-bench,20250829_goose_claude-4-opus,play-zork,0.0,5.0,,,0
2599828,terminal-bench,20250829_goose_claude-4-opus,blind-maze-explorer-5x5,0.8,5.0,,,4
2599829,terminal-bench,20250829_goose_claude-4-opus,incompatible-python-fasttext,0.8,5.0,,,4
2599830,terminal-bench,20250829_goose_claude-4-opus,incompatible-python-fasttext.base_with_hint,1.0,5.0,,,5
2599831,terminal-bench,20250829_goose_claude-4-opus,blind-maze-explorer-algorithm.hard,0.0,5.0,,,0
2599832,terminal-bench,20250829_goose_claude-4-opus,blind-maze-explorer-algorithm.easy,0.0,5.0,,,0
2599833,terminal-bench,20250829_goose_claude-4-opus,blind-maze-explorer-algorithm,0.2,5.0,,,1
2599834,terminal-bench,20250829_goose_claude-4-opus,grid-pattern-transform,0.8,5.0,,,4
2599835,terminal-bench,20250829_goose_claude-4-opus,train-fasttext,0.0,5.0,,,0
2599836,terminal-bench,20250829_goose_claude-4-opus,count-dataset-tokens,0.0,5.0,,,0
2599837,terminal-bench,20250829_goose_claude-4-opus,download-youtube,0.0,5.0,,,0
2599838,terminal-bench,20250829_goose_claude-4-opus,pytorch-model-cli.easy,1.0,5.0,,,5
2599839,terminal-bench,20250829_goose_claude-4-opus,qemu-alpine-ssh,0.0,5.0,,,0
