,benchmark_id,model,example_id,pass1,count,date,hyperparams,correct
2137397,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/39,1.0,1.0,,T0.2,1
2137398,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/40,1.0,1.0,,T0.2,1
2137399,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/41,1.0,1.0,,T0.2,1
2137400,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/42,1.0,1.0,,T0.2,1
2137401,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/43,1.0,1.0,,T0.2,1
2137402,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/44,0.0,1.0,,T0.2,0
2137403,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/45,1.0,1.0,,T0.2,1
2137404,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/46,1.0,1.0,,T0.2,1
2137405,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/47,1.0,1.0,,T0.2,1
2137406,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/48,1.0,1.0,,T0.2,1
2137407,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/49,1.0,1.0,,T0.2,1
2137408,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/50,1.0,1.0,,T0.2,1
2137409,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/51,1.0,1.0,,T0.2,1
2137410,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/52,1.0,1.0,,T0.2,1
2137411,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/53,1.0,1.0,,T0.2,1
2137412,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/54,1.0,1.0,,T0.2,1
2137413,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/55,1.0,1.0,,T0.2,1
2137414,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/56,1.0,1.0,,T0.2,1
2137415,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/57,1.0,1.0,,T0.2,1
2137416,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/58,1.0,1.0,,T0.2,1
2137417,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/59,1.0,1.0,,T0.2,1
2137418,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/60,1.0,1.0,,T0.2,1
2137419,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/61,1.0,1.0,,T0.2,1
2137420,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/62,1.0,1.0,,T0.2,1
2137421,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/63,1.0,1.0,,T0.2,1
2137422,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/64,1.0,1.0,,T0.2,1
2137423,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/65,1.0,1.0,,T0.2,1
2137424,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/66,0.0,1.0,,T0.2,0
2137425,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/67,1.0,1.0,,T0.2,1
2137426,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/68,1.0,1.0,,T0.2,1
2137427,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/69,1.0,1.0,,T0.2,1
2137428,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/70,0.0,1.0,,T0.2,0
2137429,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/71,1.0,1.0,,T0.2,1
2137430,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/72,1.0,1.0,,T0.2,1
2137431,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/73,1.0,1.0,,T0.2,1
2137432,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/74,1.0,1.0,,T0.2,1
2137433,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/75,1.0,1.0,,T0.2,1
2137434,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/76,1.0,1.0,,T0.2,1
2137435,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/77,1.0,1.0,,T0.2,1
2137436,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/78,1.0,1.0,,T0.2,1
2137437,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/79,1.0,1.0,,T0.2,1
2137438,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/80,1.0,1.0,,T0.2,1
2137439,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/81,1.0,1.0,,T0.2,1
2137440,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/82,1.0,1.0,,T0.2,1
2137441,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/83,1.0,1.0,,T0.2,1
2137442,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/84,1.0,1.0,,T0.2,1
2137443,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/85,1.0,1.0,,T0.2,1
2137444,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/86,1.0,1.0,,T0.2,1
2137445,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/87,1.0,1.0,,T0.2,1
2137446,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/88,0.0,1.0,,T0.2,0
2137447,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/89,1.0,1.0,,T0.2,1
2137448,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/90,1.0,1.0,,T0.2,1
2137449,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/91,1.0,1.0,,T0.2,1
2137450,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/92,1.0,1.0,,T0.2,1
2137451,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/93,1.0,1.0,,T0.2,1
2137452,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/94,1.0,1.0,,T0.2,1
2137453,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/95,1.0,1.0,,T0.2,1
2137454,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/96,1.0,1.0,,T0.2,1
2137455,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/97,1.0,1.0,,T0.2,1
2137456,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/98,0.0,1.0,,T0.2,0
2137457,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/99,0.0,1.0,,T0.2,0
2137458,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/100,1.0,1.0,,T0.2,1
2137459,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/101,1.0,1.0,,T0.2,1
2137460,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/102,1.0,1.0,,T0.2,1
2137461,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/103,1.0,1.0,,T0.2,1
2137462,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/104,1.0,1.0,,T0.2,1
2137463,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/105,1.0,1.0,,T0.2,1
2137464,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/106,1.0,1.0,,T0.2,1
2137465,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/107,1.0,1.0,,T0.2,1
2137466,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/108,1.0,1.0,,T0.2,1
2137467,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/109,1.0,1.0,,T0.2,1
2137468,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/110,1.0,1.0,,T0.2,1
2137469,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/111,1.0,1.0,,T0.2,1
2137470,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/112,0.0,1.0,,T0.2,0
2137471,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/113,0.0,1.0,,T0.2,0
2137472,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/114,1.0,1.0,,T0.2,1
2137473,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/115,1.0,1.0,,T0.2,1
2137474,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/116,1.0,1.0,,T0.2,1
2137475,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/117,1.0,1.0,,T0.2,1
2137476,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/118,0.0,1.0,,T0.2,0
2137477,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/119,1.0,1.0,,T0.2,1
2137478,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/120,1.0,1.0,,T0.2,1
2137479,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/121,1.0,1.0,,T0.2,1
2137480,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/122,1.0,1.0,,T0.2,1
2137481,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/123,1.0,1.0,,T0.2,1
2137482,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/124,1.0,1.0,,T0.2,1
2137483,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/125,0.0,1.0,,T0.2,0
2137484,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/126,0.0,1.0,,T0.2,0
2137485,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/127,1.0,1.0,,T0.2,1
2137486,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/128,0.0,1.0,,T0.2,0
2137487,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/129,0.0,1.0,,T0.2,0
2137488,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/130,0.0,1.0,,T0.2,0
2137489,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/131,1.0,1.0,,T0.2,1
2137490,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/132,1.0,1.0,,T0.2,1
2137491,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/133,1.0,1.0,,T0.2,1
2137492,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/134,1.0,1.0,,T0.2,1
2137493,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/135,1.0,1.0,,T0.2,1
2137494,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/136,1.0,1.0,,T0.2,1
2137495,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/137,0.0,1.0,,T0.2,0
2137496,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/138,1.0,1.0,,T0.2,1
2137497,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/139,1.0,1.0,,T0.2,1
2137498,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/140,1.0,1.0,,T0.2,1
2137499,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/141,1.0,1.0,,T0.2,1
2137500,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/142,1.0,1.0,,T0.2,1
2137501,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/143,1.0,1.0,,T0.2,1
2137502,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/144,1.0,1.0,,T0.2,1
2137503,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/145,1.0,1.0,,T0.2,1
2137504,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/146,1.0,1.0,,T0.2,1
2137505,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/147,1.0,1.0,,T0.2,1
2137506,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/148,1.0,1.0,,T0.2,1
2137507,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/149,0.0,1.0,,T0.2,0
2137508,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/150,0.0,1.0,,T0.2,0
2137509,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/151,1.0,1.0,,T0.2,1
2137510,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/152,1.0,1.0,,T0.2,1
2137511,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/153,1.0,1.0,,T0.2,1
2137512,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/154,1.0,1.0,,T0.2,1
2137513,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/155,1.0,1.0,,T0.2,1
2137514,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/156,1.0,1.0,,T0.2,1
2137515,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/157,1.0,1.0,,T0.2,1
2137516,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/158,1.0,1.0,,T0.2,1
2137517,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/159,0.0,1.0,,T0.2,0
2137518,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/160,1.0,1.0,,T0.2,1
2137519,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/161,0.0,1.0,,T0.2,0
2137520,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/162,0.0,1.0,,T0.2,0
2137521,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/163,0.0,1.0,,T0.2,0
2137522,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/164,1.0,1.0,,T0.2,1
2137523,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/165,1.0,1.0,,T0.2,1
2137524,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/166,1.0,1.0,,T0.2,1
2137525,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/167,1.0,1.0,,T0.2,1
2137526,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/168,1.0,1.0,,T0.2,1
2137527,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/169,0.0,1.0,,T0.2,0
2137528,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/170,1.0,1.0,,T0.2,1
2137529,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/171,1.0,1.0,,T0.2,1
2137530,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/172,1.0,1.0,,T0.2,1
2137531,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/173,1.0,1.0,,T0.2,1
2137532,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/174,1.0,1.0,,T0.2,1
2137533,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/175,0.0,1.0,,T0.2,0
2137534,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/176,1.0,1.0,,T0.2,1
2137535,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/177,0.0,1.0,,T0.2,0
2137536,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/178,0.0,1.0,,T0.2,0
2137537,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/179,1.0,1.0,,T0.2,1
2137538,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/180,1.0,1.0,,T0.2,1
2137539,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/181,0.0,1.0,,T0.2,0
2137540,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/182,1.0,1.0,,T0.2,1
2137541,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/183,0.0,1.0,,T0.2,0
2137542,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/184,1.0,1.0,,T0.2,1
2137543,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/185,0.0,1.0,,T0.2,0
2137544,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/186,1.0,1.0,,T0.2,1
2137545,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/187,1.0,1.0,,T0.2,1
2137546,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/188,1.0,1.0,,T0.2,1
2137547,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/189,1.0,1.0,,T0.2,1
2137548,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/190,0.0,1.0,,T0.2,0
2137549,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/191,1.0,1.0,,T0.2,1
2137550,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/192,0.0,1.0,,T0.2,0
2137551,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/193,1.0,1.0,,T0.2,1
2137552,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/194,1.0,1.0,,T0.2,1
2137553,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/195,0.0,1.0,,T0.2,0
2137554,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/196,1.0,1.0,,T0.2,1
2137555,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/197,1.0,1.0,,T0.2,1
2137556,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/198,0.0,1.0,,T0.2,0
2137557,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/199,0.0,1.0,,T0.2,0
2137558,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/200,1.0,1.0,,T0.2,1
2137559,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/201,1.0,1.0,,T0.2,1
2137560,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/202,1.0,1.0,,T0.2,1
2137561,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/203,1.0,1.0,,T0.2,1
2137562,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/204,1.0,1.0,,T0.2,1
2137563,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/205,0.0,1.0,,T0.2,0
2137564,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/206,1.0,1.0,,T0.2,1
2137565,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/207,1.0,1.0,,T0.2,1
2137566,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/208,1.0,1.0,,T0.2,1
2137567,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/209,0.0,1.0,,T0.2,0
2137568,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/210,1.0,1.0,,T0.2,1
2137569,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/211,0.0,1.0,,T0.2,0
2137570,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/212,1.0,1.0,,T0.2,1
2137571,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/213,1.0,1.0,,T0.2,1
2137572,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/214,1.0,1.0,,T0.2,1
2137573,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/215,1.0,1.0,,T0.2,1
2137574,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/216,1.0,1.0,,T0.2,1
2137575,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/217,1.0,1.0,,T0.2,1
2137576,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/218,0.0,1.0,,T0.2,0
2137577,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/219,1.0,1.0,,T0.2,1
2137578,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/220,0.0,1.0,,T0.2,0
2137579,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/221,1.0,1.0,,T0.2,1
2137580,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/222,1.0,1.0,,T0.2,1
2137581,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/223,1.0,1.0,,T0.2,1
2137582,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/224,1.0,1.0,,T0.2,1
2137583,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/225,1.0,1.0,,T0.2,1
2137584,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/226,1.0,1.0,,T0.2,1
2137585,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/227,1.0,1.0,,T0.2,1
2137586,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/228,1.0,1.0,,T0.2,1
2137587,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/229,0.0,1.0,,T0.2,0
2137588,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/230,1.0,1.0,,T0.2,1
2137589,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/231,1.0,1.0,,T0.2,1
