,model,benchmark_id,temperature,rl_thinking_length,example_id,count,correct,pass1
37152,llama-3.1-70B-instruct,math_cot,1.0,-1,266,3,0,0.0
37153,llama-3.1-70B-instruct,math_cot,1.0,-1,267,3,3,1.0
37154,llama-3.1-70B-instruct,math_cot,1.0,-1,268,3,3,1.0
37155,llama-3.1-70B-instruct,math_cot,1.0,-1,269,3,3,1.0
37156,llama-3.1-70B-instruct,math_cot,1.0,-1,270,3,0,0.0
37157,llama-3.1-70B-instruct,math_cot,1.0,-1,271,3,0,0.0
37158,llama-3.1-70B-instruct,math_cot,1.0,-1,272,3,0,0.0
37159,llama-3.1-70B-instruct,math_cot,1.0,-1,273,3,3,1.0
37160,llama-3.1-70B-instruct,math_cot,1.0,-1,274,3,3,1.0
37161,llama-3.1-70B-instruct,math_cot,1.0,-1,275,3,3,1.0
37162,llama-3.1-70B-instruct,math_cot,1.0,-1,276,3,3,1.0
37163,llama-3.1-70B-instruct,math_cot,1.0,-1,277,3,0,0.0
37164,llama-3.1-70B-instruct,math_cot,1.0,-1,278,3,3,1.0
37165,llama-3.1-70B-instruct,math_cot,1.0,-1,279,3,0,0.0
37166,llama-3.1-70B-instruct,math_cot,1.0,-1,280,3,3,1.0
37167,llama-3.1-70B-instruct,math_cot,1.0,-1,281,3,3,1.0
37168,llama-3.1-70B-instruct,math_cot,1.0,-1,282,3,0,0.0
37169,llama-3.1-70B-instruct,math_cot,1.0,-1,283,3,0,0.0
37170,llama-3.1-70B-instruct,math_cot,1.0,-1,284,3,0,0.0
37171,llama-3.1-70B-instruct,math_cot,1.0,-1,285,3,0,0.0
37172,llama-3.1-70B-instruct,math_cot,1.0,-1,286,3,3,1.0
37173,llama-3.1-70B-instruct,math_cot,1.0,-1,287,3,0,0.0
37174,llama-3.1-70B-instruct,math_cot,1.0,-1,288,3,0,0.0
37175,llama-3.1-70B-instruct,math_cot,1.0,-1,289,3,0,0.0
37176,llama-3.1-70B-instruct,math_cot,1.0,-1,290,3,0,0.0
37177,llama-3.1-70B-instruct,math_cot,1.0,-1,291,3,3,1.0
37178,llama-3.1-70B-instruct,math_cot,1.0,-1,292,3,0,0.0
37179,llama-3.1-70B-instruct,math_cot,1.0,-1,293,3,3,1.0
37180,llama-3.1-70B-instruct,math_cot,1.0,-1,294,3,3,1.0
37181,llama-3.1-70B-instruct,math_cot,1.0,-1,295,3,3,1.0
37182,llama-3.1-70B-instruct,math_cot,1.0,-1,296,3,3,1.0
37183,llama-3.1-70B-instruct,math_cot,1.0,-1,297,3,3,1.0
37184,llama-3.1-70B-instruct,math_cot,1.0,-1,298,3,3,1.0
37185,llama-3.1-70B-instruct,math_cot,1.0,-1,299,3,3,1.0
37186,llama-3.1-70B-instruct,math_cot,1.0,-1,300,3,3,1.0
37187,llama-3.1-70B-instruct,math_cot,1.0,-1,301,3,3,1.0
37188,llama-3.1-70B-instruct,math_cot,1.0,-1,302,3,3,1.0
37189,llama-3.1-70B-instruct,math_cot,1.0,-1,303,3,3,1.0
37190,llama-3.1-70B-instruct,math_cot,1.0,-1,304,3,3,1.0
37191,llama-3.1-70B-instruct,math_cot,1.0,-1,305,3,3,1.0
37192,llama-3.1-70B-instruct,math_cot,1.0,-1,306,3,3,1.0
37193,llama-3.1-70B-instruct,math_cot,1.0,-1,307,3,3,1.0
37194,llama-3.1-70B-instruct,math_cot,1.0,-1,308,3,0,0.0
37195,llama-3.1-70B-instruct,math_cot,1.0,-1,309,3,0,0.0
37196,llama-3.1-70B-instruct,math_cot,1.0,-1,310,3,0,0.0
37197,llama-3.1-70B-instruct,math_cot,1.0,-1,311,3,3,1.0
37198,llama-3.1-70B-instruct,math_cot,1.0,-1,312,3,3,1.0
37199,llama-3.1-70B-instruct,math_cot,1.0,-1,313,3,0,0.0
37200,llama-3.1-70B-instruct,math_cot,1.0,-1,314,3,3,1.0
37201,llama-3.1-70B-instruct,math_cot,1.0,-1,315,3,3,1.0
37202,llama-3.1-70B-instruct,math_cot,1.0,-1,316,3,3,1.0
37203,llama-3.1-70B-instruct,math_cot,1.0,-1,317,3,3,1.0
37204,llama-3.1-70B-instruct,math_cot,1.0,-1,318,3,3,1.0
37205,llama-3.1-70B-instruct,math_cot,1.0,-1,319,3,3,1.0
37206,llama-3.1-70B-instruct,math_cot,1.0,-1,320,3,0,0.0
37207,llama-3.1-70B-instruct,math_cot,1.0,-1,321,3,3,1.0
37208,llama-3.1-70B-instruct,math_cot,1.0,-1,322,3,0,0.0
37209,llama-3.1-70B-instruct,math_cot,1.0,-1,323,3,3,1.0
37210,llama-3.1-70B-instruct,math_cot,1.0,-1,324,3,3,1.0
37211,llama-3.1-70B-instruct,math_cot,1.0,-1,325,3,3,1.0
37212,llama-3.1-70B-instruct,math_cot,1.0,-1,326,3,3,1.0
37213,llama-3.1-70B-instruct,math_cot,1.0,-1,327,3,3,1.0
37214,llama-3.1-70B-instruct,math_cot,1.0,-1,328,3,3,1.0
37215,llama-3.1-70B-instruct,math_cot,1.0,-1,329,3,3,1.0
37216,llama-3.1-70B-instruct,math_cot,1.0,-1,330,3,3,1.0
37217,llama-3.1-70B-instruct,math_cot,1.0,-1,331,3,0,0.0
37218,llama-3.1-70B-instruct,math_cot,1.0,-1,332,3,3,1.0
37219,llama-3.1-70B-instruct,math_cot,1.0,-1,333,3,3,1.0
37220,llama-3.1-70B-instruct,math_cot,1.0,-1,334,3,3,1.0
37221,llama-3.1-70B-instruct,math_cot,1.0,-1,335,3,2,0.6666666667
37222,llama-3.1-70B-instruct,math_cot,1.0,-1,336,3,3,1.0
37223,llama-3.1-70B-instruct,math_cot,1.0,-1,337,3,0,0.0
37224,llama-3.1-70B-instruct,math_cot,1.0,-1,338,3,0,0.0
37225,llama-3.1-70B-instruct,math_cot,1.0,-1,339,3,0,0.0
37226,llama-3.1-70B-instruct,math_cot,1.0,-1,340,3,3,1.0
37227,llama-3.1-70B-instruct,math_cot,1.0,-1,341,3,0,0.0
37228,llama-3.1-70B-instruct,math_cot,1.0,-1,342,3,0,0.0
37229,llama-3.1-70B-instruct,math_cot,1.0,-1,343,3,3,1.0
37230,llama-3.1-70B-instruct,math_cot,1.0,-1,344,3,3,1.0
37231,llama-3.1-70B-instruct,math_cot,1.0,-1,345,3,3,1.0
37232,llama-3.1-70B-instruct,math_cot,1.0,-1,346,3,3,1.0
37233,llama-3.1-70B-instruct,math_cot,1.0,-1,347,3,3,1.0
37234,llama-3.1-70B-instruct,math_cot,1.0,-1,348,3,0,0.0
37235,llama-3.1-70B-instruct,math_cot,1.0,-1,349,3,3,1.0
37236,llama-3.1-70B-instruct,math_cot,1.0,-1,350,3,3,1.0
37237,llama-3.1-70B-instruct,math_cot,1.0,-1,351,3,3,1.0
37238,llama-3.1-70B-instruct,math_cot,1.0,-1,352,3,3,1.0
37239,llama-3.1-70B-instruct,math_cot,1.0,-1,353,3,3,1.0
37240,llama-3.1-70B-instruct,math_cot,1.0,-1,354,3,3,1.0
37241,llama-3.1-70B-instruct,math_cot,1.0,-1,355,3,0,0.0
